"country","stateProvince","municipality","country.new","stateProvince.new","municipality.new","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer"
"Brazil","Pernambuco","Rio Formoso","brazil","pernambuco","rio formoso","municipality","brazil_NA_rio formoso","brazil_pernambuco_rio formoso",-8.676476801,-35.22063853,"county"
"Brazil","Pernambuco","Sairé","brazil","pernambuco","saire","municipality","brazil_NA_saire","brazil_pernambuco_saire",-8.301959692,-35.68484203,"county"
"Brazil","Pernambuco","Salgadinho","brazil","pernambuco","salgadinho","municipality","brazil_NA_salgadinho","brazil_pernambuco_salgadinho",-7.91544248,-35.59394629,"county"
"Brazil","Pernambuco","Salgueiro","brazil","pernambuco","salgueiro","municipality","brazil_NA_salgueiro","brazil_pernambuco_salgueiro",-8.130389047,-39.08467728,"county"
"Brazil","Pernambuco","Saloá","brazil","pernambuco","saloa","municipality","brazil_NA_saloa","brazil_pernambuco_saloa",-8.991690183,-36.73874941,"county"
"Brazil","Pernambuco","Sanharó","brazil","pernambuco","sanharo","municipality","brazil_NA_sanharo","brazil_pernambuco_sanharo",-8.360253314,-36.55097896,"county"
"Brazil","Pernambuco","Santa Cruz","brazil","pernambuco","santa cruz","municipality","brazil_NA_santa cruz","brazil_pernambuco_santa cruz",-8.291039473,-40.30184819,"county"
"Brazil","Pernambuco","Santa Cruz da Baixa Verde","brazil","pernambuco","santa cruz da baixa verde","municipality","brazil_NA_santa cruz baixa verde","brazil_pernambuco_santa cruz baixa verde",-7.849542258,-38.17575639,"county"
"Brazil","Pernambuco","Santa Cruz do Capibaribe","brazil","pernambuco","santa cruz do capibaribe","municipality","brazil_NA_santa cruz capibaribe","brazil_pernambuco_santa cruz capibaribe",-7.889615037,-36.32515685,"county"
"Brazil","Pernambuco","Santa Filomena","brazil","pernambuco","santa filomena","municipality","brazil_NA_santa filomena","brazil_pernambuco_santa filomena",-8.223779721,-40.57147447,"county"
"Brazil","Pernambuco","Santa Maria da Boa Vista","brazil","pernambuco","santa maria da boa vista","municipality","brazil_NA_santa maria boa vista","brazil_pernambuco_santa maria boa vista",-8.629837485,-39.91425954,"county"
"Brazil","Pernambuco","Santa Maria do Cambucá","brazil","pernambuco","santa maria do cambuca","municipality","brazil_NA_santa maria cambuca","brazil_pernambuco_santa maria cambuca",-7.824555209,-35.88279832,"county"
"Brazil","Pernambuco","Santa Terezinha","brazil","pernambuco","santa terezinha","municipality","brazil_NA_santa terezinha","brazil_pernambuco_santa terezinha",-7.429769467,-37.4374644,"county"
"Brazil","Pernambuco","São Benedito do Sul","brazil","pernambuco","sao benedito do sul","municipality","brazil_NA_sao benedito sul","brazil_pernambuco_sao benedito sul",-8.810843703,-35.90558852,"county"
"Brazil","Pernambuco","São Bento do Una","brazil","pernambuco","sao bento do una","municipality","brazil_NA_sao bento una","brazil_pernambuco_sao bento una",-8.534631346,-36.45101565,"county"
"Brazil","Pernambuco","São Caitano","brazil","pernambuco","sao caitano","municipality","brazil_NA_sao caitano","brazil_pernambuco_sao caitano",-8.328802565,-36.14791763,"county"
"Brazil","Pernambuco","São João","brazil","pernambuco","sao joao","municipality","brazil_NA_sao joao","brazil_pernambuco_sao joao",-7.526124489,-37.27438638,"county"
"Brazil","Pernambuco","São Joaquim do Monte","brazil","pernambuco","sao joaquim do monte","municipality","brazil_NA_sao joaquim monte","brazil_pernambuco_sao joaquim monte",-8.451282711,-35.8412152,"county"
"Brazil","Pernambuco","São José da Coroa Grande","brazil","pernambuco","sao jose da coroa grande","municipality","brazil_NA_sao jose coroa grande","brazil_pernambuco_sao jose coroa grande",-8.865899162,-35.18522172,"county"
"Brazil","Pernambuco","São José do Belmonte","brazil","pernambuco","sao jose do belmonte","municipality","brazil_NA_sao jose belmonte","brazil_pernambuco_sao jose belmonte",-7.865761517,-38.74566701,"county"
"Brazil","Pernambuco","São José do Egito","brazil","pernambuco","sao jose do egito","municipality","brazil_NA_sao jose egito","brazil_pernambuco_sao jose egito",-7.528019403,-37.27310709,"county"
"Brazil","Pernambuco","São Lourenço da Mata","brazil","pernambuco","sao lourenco da mata","municipality","brazil_NA_sao lourenco mata","brazil_pernambuco_sao lourenco mata",-8.023658926,-35.10341146,"county"
"Brazil","Pernambuco","São Vicente Férrer","brazil","pernambuco","sao vicente ferrer","municipality","brazil_NA_sao vicente ferrer","brazil_pernambuco_sao vicente ferrer",-7.603927279,-35.49031284,"county"
"Brazil","Pernambuco","Serra Talhada","brazil","pernambuco","serra talhada","municipality","brazil_NA_serra talhada","brazil_pernambuco_serra talhada",-8.036134237,-38.36968525,"county"
"Brazil","Pernambuco","Serrita","brazil","pernambuco","serrita","municipality","brazil_NA_serrita","brazil_pernambuco_serrita",-7.839951529,-39.37900945,"county"
"Brazil","Pernambuco","Sertânia","brazil","pernambuco","sertania","municipality","brazil_NA_sertania","brazil_pernambuco_sertania",-8.210544308,-37.33737229,"county"
"Brazil","Pernambuco","Sirinhaém","brazil","pernambuco","sirinhaem","municipality","brazil_NA_sirinhaem","brazil_pernambuco_sirinhaem",-8.570572505,-35.1725237,"county"
"Brazil","Pernambuco","Moreilândia","brazil","pernambuco","moreilandia","municipality","brazil_NA_moreilandia","brazil_pernambuco_moreilandia",-7.618048259,-39.52234464,"county"
"Brazil","Pernambuco","Solidão","brazil","pernambuco","solidao","municipality","brazil_NA_solidao","brazil_pernambuco_solidao",-7.584851004,-37.6513291,"county"
"Brazil","Pernambuco","Surubim","brazil","pernambuco","surubim","municipality","brazil_NA_surubim","brazil_pernambuco_surubim",-7.891682537,-35.75428697,"county"
"Brazil","Pernambuco","Tabira","brazil","pernambuco","tabira","municipality","brazil_NA_tabira","brazil_pernambuco_tabira",-7.577333366,-37.51363353,"county"
"Brazil","Pernambuco","Tacaimbó","brazil","pernambuco","tacaimbo","municipality","brazil_NA_tacaimbo","brazil_pernambuco_tacaimbo",-8.348272307,-36.26995322,"county"
"Brazil","Pernambuco","Tacaratu","brazil","pernambuco","tacaratu","municipality","brazil_NA_tacaratu","brazil_pernambuco_tacaratu",-8.956812688,-38.07648974,"county"
"Brazil","Pernambuco","Tamandaré","brazil","pernambuco","tamandare","municipality","brazil_NA_tamandare","brazil_pernambuco_tamandare",-8.746448184,-35.22112968,"county"
"Brazil","Pernambuco","Taquaritinga do Norte","brazil","pernambuco","taquaritinga do norte","municipality","brazil_NA_taquaritinga norte","brazil_pernambuco_taquaritinga norte",-7.869613144,-36.13041322,"county"
"Brazil","Pernambuco","Terezinha","brazil","pernambuco","terezinha","municipality","brazil_NA_terezinha","brazil_pernambuco_terezinha",-9.077626461,-36.63071644,"county"
"Brazil","Pernambuco","Terra Nova","brazil","pernambuco","terra nova","municipality","brazil_NA_terra nova","brazil_pernambuco_terra nova",-8.150874025,-39.38441702,"county"
"Brazil","Pernambuco","Timbaúba","brazil","pernambuco","timbauba","municipality","brazil_NA_timbauba","brazil_pernambuco_timbauba",-7.534400604,-35.34089647,"county"
"Brazil","Pernambuco","Toritama","brazil","pernambuco","toritama","municipality","brazil_NA_toritama","brazil_pernambuco_toritama",-7.994994396,-36.05525714,"county"
"Brazil","Pernambuco","Tracunhaém","brazil","pernambuco","tracunhaem","municipality","brazil_NA_tracunhaem","brazil_pernambuco_tracunhaem",-7.767810007,-35.16195092,"county"
"Brazil","Pernambuco","Trindade","brazil","pernambuco","trindade","municipality","brazil_NA_trindade","brazil_pernambuco_trindade",-7.747081011,-40.30299382,"county"
"Brazil","Pernambuco","Triunfo","brazil","pernambuco","triunfo","municipality","brazil_NA_triunfo","brazil_pernambuco_triunfo",-7.849751954,-38.06651843,"county"
"Brazil","Pernambuco","Tupanatinga","brazil","pernambuco","tupanatinga","municipality","brazil_NA_tupanatinga","brazil_pernambuco_tupanatinga",-8.67328,-37.34532,"county"
"Brazil","Pernambuco","Tuparetama","brazil","pernambuco","tuparetama","municipality","brazil_NA_tuparetama","brazil_pernambuco_tuparetama",-7.688671003,-37.26045153,"county"
"Brazil","Pernambuco","Venturosa","brazil","pernambuco","venturosa","municipality","brazil_NA_venturosa","brazil_pernambuco_venturosa",-8.614589432,-36.80521328,"county"
"Brazil","Pernambuco","Verdejante","brazil","pernambuco","verdejante","municipality","brazil_NA_verdejante","brazil_pernambuco_verdejante",-7.975963248,-38.98910576,"county"
"Brazil","Pernambuco","Vertente do Lério","brazil","pernambuco","vertente do lerio","municipality","brazil_NA_vertente lerio","brazil_pernambuco_vertente lerio",-7.777854132,-35.81904245,"county"
"Brazil","Pernambuco","Vertentes","brazil","pernambuco","vertentes","municipality","brazil_NA_vertentes","brazil_pernambuco_vertentes",-7.887739588,-35.98022303,"county"
"Brazil","Pernambuco","Vicência","brazil","pernambuco","vicencia","municipality","brazil_NA_vicencia","brazil_pernambuco_vicencia",-7.659838225,-35.35807557,"county"
"Brazil","Pernambuco","Vitória de Santo Antão","brazil","pernambuco","vitoria de santo antao","municipality","brazil_NA_vitoria santo antao","brazil_pernambuco_vitoria santo antao",-8.153899634,-35.29237431,"county"
"Brazil","Pernambuco","Xexéu","brazil","pernambuco","xexeu","municipality","brazil_NA_xexeu","brazil_pernambuco_xexeu",-8.835979314,-35.65295998,"county"
"Brazil","Alagoas","Água Branca","brazil","alagoas","agua branca","municipality","brazil_NA_agua branca","brazil_alagoas_agua branca",-9.273231955,-37.90183817,"county"
"Brazil","Alagoas","Anadia","brazil","alagoas","anadia","municipality","brazil_NA_anadia","brazil_alagoas_anadia",-9.663625725,-36.31259306,"county"
"Brazil","Alagoas","Arapiraca","brazil","alagoas","arapiraca","municipality","brazil_NA_arapiraca","brazil_alagoas_arapiraca",-9.748779394,-36.64139062,"county"
"Brazil","Alagoas","Atalaia","brazil","alagoas","atalaia","municipality","brazil_NA_atalaia","brazil_alagoas_atalaia",-9.504744827,-36.07248763,"county"
"Brazil","Alagoas","Barra de Santo Antônio","brazil","alagoas","barra de santo antonio","municipality","brazil_NA_barra santo antonio","brazil_alagoas_barra santo antonio",-9.379460999,-35.56005817,"county"
"Brazil","Alagoas","Barra de São Miguel","brazil","alagoas","barra de sao miguel","municipality","brazil_NA_barra sao miguel","brazil_alagoas_barra sao miguel",-9.811899171,-35.94677613,"county"
"Brazil","Alagoas","Batalha","brazil","alagoas","batalha","municipality","brazil_NA_batalha","brazil_alagoas_batalha",-9.706389847,-37.10079145,"county"
"Brazil","Alagoas","Belém","brazil","alagoas","belem","municipality","brazil_NA_belem","brazil_alagoas_belem",-9.54845976,-36.49143421,"county"
"Brazil","Alagoas","Belo Monte","brazil","alagoas","belo monte","municipality","brazil_NA_belo monte","brazil_alagoas_belo monte",-9.817790203,-37.18784366,"county"
"Brazil","Alagoas","Boca da Mata","brazil","alagoas","boca da mata","municipality","brazil_NA_boca mata","brazil_alagoas_boca mata",-9.666115686,-36.18120655,"county"
"Brazil","Alagoas","Branquinha","brazil","alagoas","branquinha","municipality","brazil_NA_branquinha","brazil_alagoas_branquinha",-9.224687637,-36.02878955,"county"
"Brazil","Alagoas","Cacimbinhas","brazil","alagoas","cacimbinhas","municipality","brazil_NA_cacimbinhas","brazil_alagoas_cacimbinhas",-9.44589127,-36.9212478,"county"
"Brazil","Alagoas","Cajueiro","brazil","alagoas","cajueiro","municipality","brazil_NA_cajueiro","brazil_alagoas_cajueiro",-9.385286467,-36.15697423,"county"
"Brazil","Alagoas","Campestre","brazil","alagoas","campestre","municipality","brazil_NA_campestre","brazil_alagoas_campestre",-8.8863313,-35.54779103,"county"
"Brazil","Alagoas","Campo Alegre","brazil","alagoas","campo alegre","municipality","brazil_NA_campo alegre","brazil_alagoas_campo alegre",-9.814484281,-36.28299359,"county"
"Brazil","Alagoas","Campo Grande","brazil","alagoas","campo grande","municipality","brazil_NA_campo grande","brazil_alagoas_campo grande",-9.966778986,-36.74590182,"county"
"Brazil","Alagoas","Canapi","brazil","alagoas","canapi","municipality","brazil_NA_canapi","brazil_alagoas_canapi",-9.131254769,-37.53339248,"county"
"Brazil","Alagoas","Capela","brazil","alagoas","capela","municipality","brazil_NA_capela","brazil_alagoas_capela",-9.358156818,-36.09455074,"county"
"Brazil","Alagoas","Carneiros","brazil","alagoas","carneiros","municipality","brazil_NA_carneiros","brazil_alagoas_carneiros",-9.46641688,-37.36680065,"county"
"Brazil","Alagoas","Chã Preta","brazil","alagoas","cha preta","municipality","brazil_NA_cha preta","brazil_alagoas_cha preta",-9.241467584,-36.28761181,"county"
"Brazil","Alagoas","Coité do Nóia","brazil","alagoas","coite do noia","municipality","brazil_NA_coite noia","brazil_alagoas_coite noia",-9.629967118,-36.58200255,"county"
"Brazil","Alagoas","Colônia Leopoldina","brazil","alagoas","colonia leopoldina","municipality","brazil_NA_colonia leopoldina","brazil_alagoas_colonia leopoldina",-8.961881525,-35.7703962,"county"
"Brazil","Alagoas","Coqueiro Seco","brazil","alagoas","coqueiro seco","municipality","brazil_NA_coqueiro seco","brazil_alagoas_coqueiro seco",-9.642295713,-35.80906099,"county"
"Brazil","Alagoas","Coruripe","brazil","alagoas","coruripe","municipality","brazil_NA_coruripe","brazil_alagoas_coruripe",-10.08013281,-36.22302447,"county"
"Brazil","Alagoas","Craíbas","brazil","alagoas","craibas","municipality","brazil_NA_craibas","brazil_alagoas_craibas",-9.629456815,-36.78872431,"county"
"Brazil","Alagoas","Delmiro Gouveia","brazil","alagoas","delmiro gouveia","municipality","brazil_NA_delmiro gouveia","brazil_alagoas_delmiro gouveia",-9.39905514,-38.04941844,"county"
"Brazil","Alagoas","Dois Riachos","brazil","alagoas","dois riachos","municipality","brazil_NA_dois riachos","brazil_alagoas_dois riachos",-9.383060671,-37.06982567,"county"
"Brazil","Alagoas","Estrela de Alagoas","brazil","alagoas","estrela de alagoas","municipality","brazil_NA_estrela alagoas","brazil_alagoas_estrela alagoas",-9.390991973,-36.76850392,"county"
"Brazil","Alagoas","Feira Grande","brazil","alagoas","feira grande","municipality","brazil_NA_feira grande","brazil_alagoas_feira grande",-9.895417631,-36.66007176,"county"
"Brazil","Alagoas","Feliz Deserto","brazil","alagoas","feliz deserto","municipality","brazil_NA_feliz deserto","brazil_alagoas_feliz deserto",-10.2892403,-36.33936759,"county"
"Brazil","Alagoas","Flexeiras","brazil","alagoas","flexeiras","municipality","brazil_NA_flexeiras","brazil_alagoas_flexeiras",-9.245163804,-35.76267843,"county"
"Brazil","Alagoas","Girau do Ponciano","brazil","alagoas","girau do ponciano","municipality","brazil_NA_girau ponciano","brazil_alagoas_girau ponciano",-9.789346203,-36.84880186,"county"
"Brazil","Alagoas","Ibateguara","brazil","alagoas","ibateguara","municipality","brazil_NA_ibateguara","brazil_alagoas_ibateguara",-8.956067956,-35.89985644,"county"
"Brazil","Alagoas","Igaci","brazil","alagoas","igaci","municipality","brazil_NA_igaci","brazil_alagoas_igaci",-9.543703915,-36.68224262,"county"
"Brazil","Alagoas","Igreja Nova","brazil","alagoas","igreja nova","municipality","brazil_NA_igreja nova","brazil_alagoas_igreja nova",-10.13998531,-36.62027016,"county"
"Brazil","Alagoas","Inhapi","brazil","alagoas","inhapi","municipality","brazil_NA_inhapi","brazil_alagoas_inhapi",-9.272374155,-37.69706233,"county"
"Brazil","Alagoas","Jacaré dos Homens","brazil","alagoas","jacare dos homens","municipality","brazil_NA_jacare homens","brazil_alagoas_jacare homens",-9.655283281,-37.22862401,"county"
"Brazil","Alagoas","Jacuípe","brazil","alagoas","jacuipe","municipality","brazil_NA_jacuipe","brazil_alagoas_jacuipe",-8.8847677,-35.44838268,"county"
"Brazil","Alagoas","Japaratinga","brazil","alagoas","japaratinga","municipality","brazil_NA_japaratinga","brazil_alagoas_japaratinga",-9.082677276,-35.29771038,"county"
"Brazil","Alagoas","Jaramataia","brazil","alagoas","jaramataia","municipality","brazil_NA_jaramataia","brazil_alagoas_jaramataia",-9.654633077,-36.99552072,"county"
"Brazil","Alagoas","Jequiá da Praia","brazil","alagoas","jequia da praia","municipality","brazil_NA_jequia praia","brazil_alagoas_jequia praia",-9.992405,-36.045582,"county"
"Brazil","Alagoas","Joaquim Gomes","brazil","alagoas","joaquim gomes","municipality","brazil_NA_joaquim gomes","brazil_alagoas_joaquim gomes",-9.098618528,-35.75871199,"county"
"Brazil","Alagoas","Jundiá","brazil","alagoas","jundia","municipality","brazil_NA_jundia","brazil_alagoas_jundia",-8.964079472,-35.53726696,"county"
"Brazil","Alagoas","Junqueiro","brazil","alagoas","junqueiro","municipality","brazil_NA_junqueiro","brazil_alagoas_junqueiro",-9.857747544,-36.44492506,"county"
"Brazil","Alagoas","Lagoa da Canoa","brazil","alagoas","lagoa da canoa","municipality","brazil_NA_lagoa canoa","brazil_alagoas_lagoa canoa",-9.809208772,-36.73037353,"county"
"Brazil","Alagoas","Limoeiro de Anadia","brazil","alagoas","limoeiro de anadia","municipality","brazil_NA_limoeiro anadia","brazil_alagoas_limoeiro anadia",-9.733463086,-36.46720003,"county"
"Brazil","Alagoas","Maceió","brazil","alagoas","maceio","municipality","brazil_NA_maceio","brazil_alagoas_maceio",-9.520116195,-35.71033683,"county"
"Brazil","Alagoas","Major Isidoro","brazil","alagoas","major isidoro","municipality","brazil_NA_major isidoro","brazil_alagoas_major isidoro",-9.541300371,-37.01012055,"county"
"Brazil","Alagoas","Maragogi","brazil","alagoas","maragogi","municipality","brazil_NA_maragogi","brazil_alagoas_maragogi",-8.951478221,-35.2690168,"county"
"Brazil","Alagoas","Maravilha","brazil","alagoas","maravilha","municipality","brazil_NA_maravilha","brazil_alagoas_maravilha",-9.240012029,-37.3806522,"county"
"Brazil","Alagoas","Marechal Deodoro","brazil","alagoas","marechal deodoro","municipality","brazil_NA_marechal deodoro","brazil_alagoas_marechal deodoro",-9.715495316,-35.90586614,"county"
"Brazil","Alagoas","Maribondo","brazil","alagoas","maribondo","municipality","brazil_NA_maribondo","brazil_alagoas_maribondo",-9.55978332,-36.29768832,"county"
"Brazil","Alagoas","Mar Vermelho","brazil","alagoas","mar vermelho","municipality","brazil_NA_mar vermelho","brazil_alagoas_mar vermelho",-9.473774576,-36.37125561,"county"
"Brazil","Alagoas","Mata Grande","brazil","alagoas","mata grande","municipality","brazil_NA_mata grande","brazil_alagoas_mata grande",-9.109018,-37.735463,"county"
"Brazil","Alagoas","Matriz de Camaragibe","brazil","alagoas","matriz de camaragibe","municipality","brazil_NA_matriz camaragibe","brazil_alagoas_matriz camaragibe",-9.107612339,-35.57267056,"county"
"Brazil","Alagoas","Messias","brazil","alagoas","messias","municipality","brazil_NA_messias","brazil_alagoas_messias",-9.342351848,-35.81204766,"county"
"Brazil","Alagoas","Minador do Negrão","brazil","alagoas","minador do negrao","municipality","brazil_NA_minador negrao","brazil_alagoas_minador negrao",-9.337812398,-36.86436043,"county"
"Brazil","Alagoas","Monteirópolis","brazil","alagoas","monteiropolis","municipality","brazil_NA_monteiropolis","brazil_alagoas_monteiropolis",-9.600914079,-37.29570608,"county"
"Brazil","Alagoas","Murici","brazil","alagoas","murici","municipality","brazil_NA_murici","brazil_alagoas_murici",-9.293587606,-35.93768199,"county"
"Brazil","Alagoas","Novo Lino","brazil","alagoas","novo lino","municipality","brazil_NA_novo lino","brazil_alagoas_novo lino",-8.95790449,-35.63656403,"county"
"Brazil","Alagoas","Olho D'água das Flores","brazil","alagoas","olho d'agua das flores","municipality","brazil_NA_olho agua flores","brazil_alagoas_olho agua flores",-9.531453356,-37.25866398,"county"
"Brazil","Alagoas","Olho D'água do Casado","brazil","alagoas","olho d'agua do casado","municipality","brazil_NA_olho agua casado","brazil_alagoas_olho agua casado",-9.436633292,-37.81587158,"county"
"Brazil","Alagoas","Olho D'água Grande","brazil","alagoas","olho d'agua grande","municipality","brazil_NA_olho agua grande","brazil_alagoas_olho agua grande",-10.05587647,-36.79269107,"county"
"Brazil","Alagoas","Olivença","brazil","alagoas","olivenca","municipality","brazil_NA_olivenca","brazil_alagoas_olivenca",-9.491591621,-37.17216707,"county"
"Brazil","Alagoas","Ouro Branco","brazil","alagoas","ouro branco","municipality","brazil_NA_ouro branco","brazil_alagoas_ouro branco",-9.139477056,-37.36453825,"county"
"Brazil","Alagoas","Palestina","brazil","alagoas","palestina","municipality","brazil_NA_palestina","brazil_alagoas_palestina",-9.691792698,-37.30662272,"county"
"Brazil","Alagoas","Palmeira dos Índios","brazil","alagoas","palmeira dos indios","municipality","brazil_NA_palmeira indios","brazil_alagoas_palmeira indios",-9.416557433,-36.60689175,"county"
"Brazil","Alagoas","Pão de Açúcar","brazil","alagoas","pao de acucar","municipality","brazil_NA_pao acucar","brazil_alagoas_pao acucar",-9.676148217,-37.4843941,"county"
"Brazil","Alagoas","Pariconha","brazil","alagoas","pariconha","municipality","brazil_NA_pariconha","brazil_alagoas_pariconha",-9.242042677,-38.04895187,"county"
"Brazil","Alagoas","Paripueira","brazil","alagoas","paripueira","municipality","brazil_NA_paripueira","brazil_alagoas_paripueira",-9.43540473,-35.59422397,"county"
"Brazil","Alagoas","Passo de Camaragibe","brazil","alagoas","passo de camaragibe","municipality","brazil_NA_passo camaragibe","brazil_alagoas_passo camaragibe",-9.269409155,-35.47601202,"county"
"Brazil","Alagoas","Paulo Jacinto","brazil","alagoas","paulo jacinto","municipality","brazil_NA_paulo jacinto","brazil_alagoas_paulo jacinto",-9.37948584,-36.40750836,"county"
"Brazil","Alagoas","Penedo","brazil","alagoas","penedo","municipality","brazil_NA_penedo","brazil_alagoas_penedo",-10.2318478,-36.482446,"county"
"Brazil","Alagoas","Piaçabuçu","brazil","alagoas","piacabucu","municipality","brazil_NA_piacabucu","brazil_alagoas_piacabucu",-10.38728888,-36.40049033,"county"
"Brazil","Alagoas","Pilar","brazil","alagoas","pilar","municipality","brazil_NA_pilar","brazil_alagoas_pilar",-9.613264592,-36.00359406,"county"
"Brazil","Alagoas","Pindoba","brazil","alagoas","pindoba","municipality","brazil_NA_pindoba","brazil_alagoas_pindoba",-9.477699889,-36.26866667,"county"
"Brazil","Alagoas","Piranhas","brazil","alagoas","piranhas","municipality","brazil_NA_piranhas","brazil_alagoas_piranhas",-9.525121273,-37.72625237,"county"
"Brazil","Alagoas","Poço das Trincheiras","brazil","alagoas","poco das trincheiras","municipality","brazil_NA_poco trincheiras","brazil_alagoas_poco trincheiras",-9.301095388,-37.33720446,"county"
"Brazil","Alagoas","Porto Calvo","brazil","alagoas","porto calvo","municipality","brazil_NA_porto calvo","brazil_alagoas_porto calvo",-9.024093643,-35.41232638,"county"
"Brazil","Alagoas","Porto de Pedras","brazil","alagoas","porto de pedras","municipality","brazil_NA_porto pedras","brazil_alagoas_porto pedras",-9.141162245,-35.4051821,"county"
"Brazil","Alagoas","Porto Real do Colégio","brazil","alagoas","porto real do colegio","municipality","brazil_NA_porto real colegio","brazil_alagoas_porto real colegio",-10.12403393,-36.73799607,"county"
"Brazil","Alagoas","Quebrangulo","brazil","alagoas","quebrangulo","municipality","brazil_NA_quebrangulo","brazil_alagoas_quebrangulo",-9.311174828,-36.46826496,"county"
"Brazil","Alagoas","Rio Largo","brazil","alagoas","rio largo","municipality","brazil_NA_rio largo","brazil_alagoas_rio largo",-9.4770822,-35.86368713,"county"
"Brazil","Alagoas","Roteiro","brazil","alagoas","roteiro","municipality","brazil_NA_roteiro","brazil_alagoas_roteiro",-9.868833246,-35.98137411,"county"
"Brazil","Alagoas","Santa Luzia do Norte","brazil","alagoas","santa luzia do norte","municipality","brazil_NA_santa luzia norte","brazil_alagoas_santa luzia norte",-9.611192936,-35.82923846,"county"
"Brazil","Alagoas","Santana do Ipanema","brazil","alagoas","santana do ipanema","municipality","brazil_NA_santana ipanema","brazil_alagoas_santana ipanema",-9.358486602,-37.21116719,"county"
"Brazil","Alagoas","Santana do Mundaú","brazil","alagoas","santana do mundau","municipality","brazil_NA_santana mundau","brazil_alagoas_santana mundau",-9.125385776,-36.18491998,"county"
"Brazil","Alagoas","São Brás","brazil","alagoas","sao bras","municipality","brazil_NA_sao bras","brazil_alagoas_sao bras",-10.10782993,-36.86317195,"county"
"Brazil","Alagoas","São José da Laje","brazil","alagoas","sao jose da laje","municipality","brazil_NA_sao jose laje","brazil_alagoas_sao jose laje",-8.987922216,-36.03715172,"county"
"Brazil","Alagoas","São José da Tapera","brazil","alagoas","sao jose da tapera","municipality","brazil_NA_sao jose tapera","brazil_alagoas_sao jose tapera",-9.531877488,-37.49484223,"county"
"Brazil","Alagoas","São Luís do Quitunde","brazil","alagoas","sao luis do quitunde","municipality","brazil_NA_sao luis quitunde","brazil_alagoas_sao luis quitunde",-9.25311302,-35.62918596,"county"
"Brazil","Alagoas","São Miguel dos Campos","brazil","alagoas","sao miguel dos campos","municipality","brazil_NA_sao miguel campos","brazil_alagoas_sao miguel campos",-9.828992491,-36.10114154,"county"
"Brazil","Alagoas","São Miguel dos Milagres","brazil","alagoas","sao miguel dos milagres","municipality","brazil_NA_sao miguel milagres","brazil_alagoas_sao miguel milagres",-9.232721733,-35.39868222,"county"
"Brazil","Alagoas","São Sebastião","brazil","alagoas","sao sebastiao","municipality","brazil_NA_sao sebastiao","brazil_alagoas_sao sebastiao",-9.96723617,-36.55073049,"county"
"Brazil","Alagoas","Satuba","brazil","alagoas","satuba","municipality","brazil_NA_satuba","brazil_alagoas_satuba",-9.576918289,-35.84582209,"county"
"Brazil","Alagoas","Senador Rui Palmeira","brazil","alagoas","senador rui palmeira","municipality","brazil_NA_senador rui palmeira","brazil_alagoas_senador rui palmeira",-9.386638053,-37.51402821,"county"
"Brazil","Alagoas","Tanque D'arca","brazil","alagoas","tanque d'arca","municipality","brazil_NA_tanque arca","brazil_alagoas_tanque arca",-9.54776884,-36.42502146,"county"
"Brazil","Alagoas","Taquarana","brazil","alagoas","taquarana","municipality","brazil_NA_taquarana","brazil_alagoas_taquarana",-9.620820254,-36.4956598,"county"
"Brazil","Alagoas","Teotônio Vilela","brazil","alagoas","teotonio vilela","municipality","brazil_NA_teotonio vilela","brazil_alagoas_teotonio vilela",-9.964201751,-36.37129951,"county"
"Brazil","Alagoas","Traipu","brazil","alagoas","traipu","municipality","brazil_NA_traipu","brazil_alagoas_traipu",-9.898297177,-36.96803768,"county"
"Brazil","Alagoas","União dos Palmares","brazil","alagoas","uniao dos palmares","municipality","brazil_NA_uniao palmares","brazil_alagoas_uniao palmares",-9.125733782,-36.00662027,"county"
"Brazil","Alagoas","Viçosa","brazil","alagoas","vicosa","municipality","brazil_NA_vicosa","brazil_alagoas_vicosa",-9.364545912,-36.27218414,"county"
"Brazil","Sergipe","Amparo do São Francisco","brazil","sergipe","amparo do sao francisco","municipality","brazil_NA_amparo sao francisco","brazil_sergipe_amparo sao francisco",-10.16610502,-36.92162088,"county"
"Brazil","Sergipe","Aquidabã","brazil","sergipe","aquidaba","municipality","brazil_NA_aquidaba","brazil_sergipe_aquidaba",-10.26114828,-37.06469341,"county"
"Brazil","Sergipe","Aracaju","brazil","sergipe","aracaju","municipality","brazil_NA_aracaju","brazil_sergipe_aracaju",-10.98934843,-37.093547,"county"
"Brazil","Sergipe","Arauá","brazil","sergipe","araua","municipality","brazil_NA_araua","brazil_sergipe_araua",-11.26087447,-37.58995521,"county"
"Brazil","Sergipe","Areia Branca","brazil","sergipe","areia branca","municipality","brazil_NA_areia branca","brazil_sergipe_areia branca",-10.78033212,-37.32610075,"county"
"Brazil","Sergipe","Barra dos Coqueiros","brazil","sergipe","barra dos coqueiros","municipality","brazil_NA_barra coqueiros","brazil_sergipe_barra coqueiros",-10.8504287,-36.96954465,"county"
"Brazil","Sergipe","Boquim","brazil","sergipe","boquim","municipality","brazil_NA_boquim","brazil_sergipe_boquim",-11.12055158,-37.5971024,"county"
"Brazil","Sergipe","Brejo Grande","brazil","sergipe","brejo grande","municipality","brazil_NA_brejo grande","brazil_sergipe_brejo grande",-10.47613123,-36.47326056,"county"
